pdf_path,json_path,ok,message
/app/TEMP_WORKERS/pdf_task_7163645e-ba18-471f-808b-3862a11a6de8/GEM_2025_B_6685079.pdf,/app/TEMP_WORKERS/out_task_7163645e-ba18-471f-808b-3862a11a6de8/GEM_2025_B_6685079.json,1,OK
